species,otolith label
Haddock/Pollack/Saithe,31
Haddock/Pollack/Saithe,32
Haddock/Pollack/Saithe,33
Haddock/Pollack/Saithe,34
Haddock/Pollack/Saithe,35
Haddock/Pollack/Saithe,36
Haddock/Pollack/Saithe,37
Haddock/Pollack/Saithe,38
Haddock/Pollack/Saithe,39
Haddock/Pollack/Saithe,40
Haddock/Pollack/Saithe,41
Haddock/Pollack/Saithe,1
Ballan Wrasse,1
Haddock/Pollack/Saithe,1
Rock Cook,1
Cephalopoda,1
Cephalopoda,1
Hake,1
Long Rough Dab,1
empty,
Blue Whiting,1
Haddock/Pollack/Saithe,1
Blue Whiting,1
Blue Whiting,2
Blue Whiting,3
Blue Whiting,4
Blue Whiting,5
Blue Whiting,6
Blue Whiting,7
Four-bearded Rockling,1
Herring,1
Unidentified otoliths,1
Blue Whiting,1
Herring,1
Herring,1
Herring,2
Whiting,1
Haddock/Pollack/Saithe,1
Long Rough Dab,1
Long Rough Dab,2
Long Rough Dab,3
Blue Whiting,1
Blue Whiting,2
Blue Whiting,3
Blue Whiting,4
Herring,1
Long Rough Dab,1
Unidentified Gadidae,1
Whiting,1
Whiting,2
Whiting,3
Whiting,4
Bass,1
Blue Whiting,1
Herring,1
Cephalopoda,1
Cephalopoda,1
Unidentified otoliths,1
empty,
Black Goby,1
Black Goby,2
Black Goby,3
Founder,1
Founder,1
Founder,2
Long Rough Dab,1
Long Rough Dab,2
Long Rough Dab,3
Long Rough Dab,4
Long Rough Dab,5
Long Rough Dab,6
Long Rough Dab,7
Long Rough Dab,8
Long Rough Dab,9
Whiting,1
Blue Whiting,1
empty,
Blue Whiting,1
Blue Whiting,2
Haddock/Pollack/Saithe,1
Herring,1
Herring,2
John Dory,1
John Dory,2
Norway Pout,1
Poor Cod,1
Whiting,1
Whiting,2
Unidentified otoliths,1
Unidentified otoliths,2
empty,
Cod,2
Haddock/Pollack/Saithe,1
Poor Cod,1
Whiting,1
Herring,1
Herring,2
Poor Cod,1
empty,
